,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.006,0.006,25.639,25.639,main,D,,22,main:22(D),0,exec5-SCS,0.02341006632852127,100.03511509949278
1,1.0,0.0,0.0,25.605,25.605,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec5-SCS,0.0,99.90245805696452
2,1.0,0.002,0.002,25.604,25.604,solve,C,,320,solve:320(C),0,exec5-SCS,0.007803355442840423,99.89855637924309
3,1.0,0.0,0.0,25.602,25.602,_solve,C,,667,_solve:667(C),0,exec5-SCS,0.0,99.89075302380024
4,1.0,0.0,0.0,21.939,21.939,solve_via_data,C,,289,solve_via_data:289(C),0,exec5-SCS,0.0,85.59890753023802
5,1.0,0.0,0.0,21.939,21.939,solve_via_data,C,,278,solve_via_data:278(C),0,exec5-SCS,0.0,85.59890753023802
6,1.0,0.0,0.0,21.939,21.939,solve,C,,14,solve:14(C),0,exec5-SCS,0.0,85.59890753023802
7,1.0,21.939,21.939,21.939,21.939,csolve,['_scs'],,,_scs.csolve,0,exec5-SCS,85.59890753023802,85.59890753023802
8,1.0,0.0,0.0,3.663,3.663,get_problem_data,C,,412,get_problem_data:412(C),0,exec5-SCS,0.0,14.291845493562233
9,1.0,0.004,0.004,3.662,3.662,apply,C,,53,apply:53(C),0,exec5-SCS,0.015606710885680846,14.287943815840814
10,1.0,0.0,0.0,2.499,2.499,apply,C,,207,apply:207(C),0,exec5-SCS,0.0,9.75029262582911
11,1.0,0.127,0.127,2.235,2.235,apply_parameters,C,,144,apply_parameters:144(C),0,exec5-SCS,0.49551307062036687,8.720249707374172
12,1.0,1.51,1.51,2.077,2.077,reduce_problem_data_tensor,C,,61,reduce_problem_data_tensor:61(C),0,exec5-SCS,5.8915333593445185,8.103784627389778
13,1.0,0.0,0.0,1.159,1.159,apply,C,,291,apply:291(C),0,exec5-SCS,0.0,4.522044479126025
14,2.0,0.011,0.006,1.158,0.579,affine,C,,58,affine:58(C),0,exec5-SCS,0.04291845493562232,4.518142801404604
15,2.0,0.031,0.016,1.145,0.573,get_problem_matrix,C,,289,get_problem_matrix:289(C),0,exec5-SCS,0.12095200936402654,4.467420991026142
16,2.0,0.0,0.0,0.847,0.423,build_matrix,C,,1002,build_matrix:1002(C),0,exec5-SCS,0.0,3.304721030042919
17,2.0,0.847,0.423,0.847,0.423,build_matrix,['_cvxcore'],,,_cvxcore.build_matrix,0,exec5-SCS,3.304721030042919,3.304721030042919
18,1.0,0.46,0.46,0.46,0.46,<dictcomp>,C,,111,<dictcomp>:111(C),0,exec5-SCS,1.7947717518532973,1.7947717518532973
19,1.0,0.002,0.002,0.256,0.256,_prepare_data_and_inv_data,C,,183,_prepare_data_and_inv_data:183(C),0,exec5-SCS,0.007803355442840423,0.9988294966835741
20,1.0,0.009,0.009,0.254,0.254,format_constraints,C,,129,format_constraints:129(C),0,exec5-SCS,0.0351150994927819,0.9910261412407337
21,46/35,0.002,0.0,0.228,0.007,__init__,C,,27,__init__:27(C),0,exec5-SCS,0.007803355442840423,0.8895825204838081
22,11.0,0.0,0.0,0.209,0.019,asformat,C,,294,asformat:294(C),0,exec5-SCS,0.0,0.8154506437768241
23,6.0,0.0,0.0,0.182,0.03,tocsc,C,,330,tocsc:330(C),0,exec5-SCS,0.0,0.7101053452984785
24,7.0,0.0,0.0,0.166,0.024,sum_duplicates,C,,1084,sum_duplicates:1084(C),0,exec5-SCS,0.0,0.6476785017557551
25,1.0,0.0,0.0,0.16,0.16,sort_indices,C,,1131,sort_indices:1131(C),0,exec5-SCS,0.0,0.6242684354272338
